,product_id,name,actual_price,discount_price,ratings,brand,category,description,average_rating,image
291,292,"Water Flask - Insulated Thermosteel, Flip Lid , Silver",1095.0,879.0,4.2,Milton,"Kitchen, Garden & Pets",This Insulated double walled vacuum water flask is designed for maximum temperature retention that keeps your favourite drinks hot/cold without altering their temperatures for a prolonged period of time. It will keep your drinks just the way you need them throughout the day. The taste and nutritive value of the drinks remain intact for a long time making the flasks very appropriate choice for storing beverages.,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
292,293,"Ultra Healing - Extra Dry Skin Moisturiser With Vitamin C, E & B5",329.0,296.1,2.0,Jergens,Beauty & Hygiene,Let your skin experience the luxury of pure pampering with this Ultra Healing Extra Dry Skin Moisturizer Nourishes and Heals body lotion exquisitely created by Jergens. This deeply hydrating moisturiser penetrates deep into the layers of your skin for deep nourishment and moisturisation. Specially-created Formula with Vitamin B3 Complex. This specially-created formula is enhanced with a touch of Vitamin B3 complex that helps in healing your dry skin with intense moisturization. Heals Dryness at the Source and Locks in Moisture for 24 hours. The Jergens Ultra Healing Extra Dry Skin Moisturizer Nourishes and heals body lotion gently soothes and moisturises your skin to heal dryness at the source.,2.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
293,294,"Organic, Fennel /Saunf/Sompu Powder",25.0,23.0,4.1,bb Royal,"Foodgrains, Oil & Masala",Organic Saunf is hygienically processed fragrant spice which is also known as one of the key ingredients of Chinese 5 spice powder. This is quite frequently used in many Indian recipes.,4.1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
294,295,Coconut Braker - Big,169.0,129.0,3.0,Kvg,"Kitchen, Garden & Pets",This tool for easily breaking coconut without spilling water in surroundings. Body is made of plastic with a heavy metal bar in the middle. Easy to clean.,3.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
295,296,Truffel - Caramel,200.0,190.0,3.7,Dukes,Snacks & Branded Foods,"Make every moment sweeter by treating your senses to the deliciousness of a caramel centre, wrapped within creamy milk chocolate. Rejoice with loved ones by indulging in a Truffle, and revel in the generous blend of taste and texture.",3.7000000000000006,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
296,297,Mischief Avatar Deodorant & Body Spray Perfume For Men,199.0,121.0,3.8,Set Wet,Beauty & Hygiene,"Are you ready for some mischief? Switch on fun-mode with the Set Wet Mischief Avatar deodorant for men. Be the bright spot of the day - the fun guy who is in every friend circle. If your love giving quirky comebacks, if your jokes and memes get the likes, if your harmless pranks are the talk of town, this men’s deo is perfect for you! Set Wet Mischief Avatar deo with a feisty fragrance with the zesty scent of many spices, whispers of rosewood and a highlight of apples & melon. Make Set Wet your bro. Your avatar is Mischief Avatar.
Set Wet Avatar range of deodorants for men is a burst of colour, energy, and passion that comes with the prime of youth. It is a collection sunny, sporty and charming fragrance for men that are perfectly suited to deliver to your varying avatars. Set Wet Avatar range of deo for men prevent body odour caused by the bacterial breakdown of perspiration in armpits and other areas of the body. This range of deodorant spray for men are perfect for everyday use, and can be used on both body and clothes. Set Wet is a Brand with an agenda of making men feel great again by bringing back confidence in them.",3.8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
297,298,Skin Fruits Fruit Moisturising Body Lotion,81.0,68.85,4.1,Joy,Beauty & Hygiene,"Joy Skin Fruits Moisturising Body Lotion is an intensive care moisturiser, with Active Fruit Boosters, which moisturises and softens skin leaving no signs of dryness. Enriched with Apple Extracts, jojoba and almond oils, it revitalises skins youthful beauty. It results in softer, silky, younger-looking skin.",4.1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
298,299,Basmati Rice/Basmati Akki - Rozana Super 90,390.0,340.0,3.9,Daawat ,"Foodgrains, Oil & Masala","Daawat Rozana Super 90 is the finest Basmati Rice in the mid-price affordable segment. It is specially processed for daily cooking across a multitude of regular dishes, a perfect fit for every day consumption. Rozana Super 90 promises a sweet taste and rich aroma as each grain is naturally aged.  Click here for unique and delicious recipes - https://www.bigbasket.com/flavors/collections/233/rice-rice-products/",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
299,300,Milk power Frappe Milkshake - Belgian Chocolate,30.0,27.0,4.2,Real,"Bakery, Cakes & Dairy","Real Milk Power Frappe Milkshake - Belgian Chocolate has the goodness of milk and exotic Belgian chocolate flavour. It has 30% more calcium and vitamin D2 than Cow Milk (based on values as per NIN, ICMR). It has no added preservatives. Taste and health in one packet. Enjoy this to tame your small hunger pangs.",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
300,301,"Peanut Butter - Unsweetened, Crunchy",275.0,275.0,3.8,Happy Jars,Snacks & Branded Foods,"If you like it healthy & intensely crunchy, this one's for you. 100% roasted peanut goodness, the Pure Peanut Crunchy is high on protein and mixed in with even more peanuts to give it that delectable crunch. With 30% more protein content, it's great before or after a workout. Peanut butter can be used as a spread on bread and chapati. It is rich in protein and Vitamin B6. It can be used as part of fitness diets and for those who want a diet rich in protein.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
301,302,Salem Turmeric Powder/Arisina Pudi,33.0,24.75,4.4,Orika,"Foodgrains, Oil & Masala","As vibrant as its colour are the bountiful gifts of Turmeric. Known for its excellent anti-inflammatory & antioxidant properties, Turmeric powder is an essential component of almost all savoury Indian preparations. Orika sources superior quality turmeric from Salem, known for its high curcumin content. We go the extra mile to keep the curcumin intact with our meticulous processing methods. A pinch of this Turmeric powder unleashes bright yellow hues along with subtle & complex flavours.",4.4,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
302,303,Body Fragrance - Alexander,199.0,149.25,4.3,Park avenue,Beauty & Hygiene,"Park Avenue Alexander - Truly for the masculine spirit which is high in optimism. The top note opens up with bergamot and settles down with musk and amber. It has floral notes at the heart which will ensure spirits are always high.For Beauty tips, tricks & more visitÂ https://bigbasket.blog/",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
303,304,"Steel Storage/Lunch Container- No.1, Blue, Klip It",119.0,79.0,3.1,Joyo Steel,"Kitchen, Garden & Pets","Joyo Klip It Stainless steel container comes with easy locking. These containers are made from high quality non-magnetic stainless steel body. Joyo Klip It container has odourless lid cover with food-grade silicone seal (gasket) in lid & has all 4 sides locks which ensure airtight containers for keeping food fresh, 100% leak-proof containers for keeping food from spilling, stackable design for easily storing the containers on top of each other and the pioneering clip mechanism. Take this container to the office, school, camping or hiking.",3.1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
304,305,Aloe Vera Juice - Purifies Blood & Boosts Immunity,220.0,220.0,1.0,Jiva Ayurveda,Gourmet & World Food,"A natural anti-oxidant and blood purifier, Aloe Vera strengthens the immune system and improves digestion. It is a good skin tonic and anti-ageing agent. Jiva Aloe Vera Juice is made from premium-quality aloe vera plant as per ancient Ayurveda texts. Moreover, it is manufactured through sophisticated processes marked by Jiva\\u2019s stringent quality standards in order to maintain the potency of the ingredients.",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
305,306,"Balloon - Polka Dot, 12 Inch",129.0,99.0,3.9,B Vishal,Cleaning & Household,"Whether it is a party in the office, a Christmas bash, a baby shower, wedding, or a casual party for friends, these decorative items seem to be an essential of party supplies. They make the perfect party accessory for people who love to have a good time.",3.9,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
306,307,School/Stationery Kit,49.0,49.0,4.1,BIC Cello,Cleaning & Household,"Set of high-quality pens, mechanical pencil, marker and highlighter essential stationery kit for all student requirement. 
Ideal for gifting It Includes -

1 Butterflow original,
1 Geltech
1 Tristar
1 Supreme Fashion
1 Marky and
1 Power highlighter",4.1,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
307,308,Face Wash - White Tea & Chamomile,185.0,129.5,4.2,Aroma Magic ,Beauty & Hygiene,"I am 100% free of paraben, soap, alcohol, artificial colouring and fragrance. Deep clean your pores with white tea and soy milk extracts and exfoliating microbeads. Prevent ageing and protect the skin from free radicals. The chamomile essential oil soothes and calms, leaving you fresh and relaxed.Tip: Following a regular skin care regime can help you achieve flawless skin. For more tips on skin care, visit bigbasket lifestyle blog, Click Here to visit bigbasket’s lifestyle blog",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
308,309,Bathroom Cleaner,299.0,209.3,4.0,PureCult,Cleaning & Household,"PureCult Bathroom Cleaner I a biodegradable blend powered by essential oils works hard to remove water drop marks, soap scum and grime effectively from bathroom tiles, shower cubicles and washbasins. It leaves a layer of protection on the shower cubicles that makes it hard for the stain to get back. Sweet orange and Lemon essential oils are both known for their antimicrobial and antifungal properties and their refreshing fragrance.
Product: This bottle contains 500ml of concentrated, high-efficiency environment-friendly bathroom cleaner. This product is “Made in India” and proudly Indian owned.
Usage: This product removes water drop marks, soap scum & grime from bathroom tiles, shower cubicles & washbasins. It also leaves a stain protection layer on shower cubicles.
Ingredients: Environment-friendly biodegradable surfactants, biodegradable scale removing agent and essential oils. Sweet orange & Lemon are known for their grime and stain cleaning properties.
Packaging: This formulation packaged in a recyclable bottle, delivers the best wash. The shrink-wrap on the bottle meets the 50 microns government regulation.
Be a Zero Hero: This product has Zero sulphates/phosphates/ammonia/bleach/artificial fragrance or colour.",4.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
309,310,Imperial Desert Set - Aqua Leaves,625.0,419.0,2.8,Cello,"Kitchen, Garden & Pets","The fusilli spiral on the wooden spoon is just right. We will not guarantee the effect to replicate with any other bakeware. As it is made of borosilicate glass, our bakeware can handle temperature as high as 300 degree Celsius. So you can use them to make a lot of things.",2.8,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
310,311,Solitaire Storage Transparent Pet Container Set - Green Lid,969.0,409.0,4.2,Steelo,"Kitchen, Garden & Pets","These Steelo storage containers are made from high-quality plastic for everyday use. It seals the food effectively and has an easily stackable design for smart storage. The multipurpose airtight storage containers come with an attractive design, a food-grade quality that makes it hygienic for food use. It has a freezer without a lid, strong and durable body for longevity.",4.2,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
311,312,Organic Cold Pressed Virgin Coconut Oil,365.0,239.0,4.4,GoodDiet,Gourmet & World Food,GoodDiet Organic Cold Pressed Virgin Coconut Oil is made from fresh milk extracted from Organic coconuts. It is ideal for healthy and flavourful cooking and also works wonder for skin and hair too.,0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
312,313,Hand Wash Rose & Geranium - Anti Bacterial,349.0,349.0,5.0,Morpheme Remedies,Beauty & Hygiene,"A transformative moment to energize and awaken your senses; this fresh, lively fragrance infuses your day with unlimited possibility. Hard working hands are gently cleansed with nourishing ingredients. The handwash lathers beautifully and leaves hands lightly scented with fresh, botanical fragrance Made without sulfates and parabens or dyes. Our vegan-friendly purely clean gentle hand wash delivers a rich, creamy lather to gently wash away dirt and germs, while soothing aloe, shea butter, coconut oil and nourishing vitamin E and leave hands feeling soft and smooth. This Anti Bacterial Neem based Hand wash cares for hands, keeping them feeling renewed, soft and supple. Morpheme Remedies has always formulated fragrances with the utmost of care. Drawn from nature, our unique formulations are artfully crafted to create products that are skin-compatible, environmentally conscious, effective and a pleasure to use. We opt for natural, high-quality, plant-based ingredients instead of chemical ingredients whenever possible. We use botanical extracts with health-enhancing nutrients, vitamins and vital antioxidants. Hydrating Cleanser: Rose & Geranium fragrance lightly scents this liquid soap, which cleanses gently without overdrying the skin, leaving hands conditioned and hydrated with glycerin and neem oil, and elevating the simple act of hand washing into a restorative experience.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
313,314,Namkeen - Flattend Rice Mixture,38.0,38.0,4.0,Sln  ,Snacks & Branded Foods,"SLN Namkeens are made by combining the freshest of ingredients with a traditional recipe. They are perfect to relish as a snack, with your evening tea or coffee and can also be used in chaat for added flavour or to customise it as per your liking.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
314,315,Black Naturals,39.0,37.0,4.2,Garnier,Beauty & Hygiene,"Garnier Black Naturals is enriched with the goodness of Almond Oil and Black Tea extract Enriched with the goodness of Almond Oil and Black Tea Extract, Garnier Black Naturals is a no-ammonia crème formula that works in just 15 minutes, covers 100% greys and lasts upto 6 weeks.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
315,316,Sorghum Rava/ Semolina,80.0,80.0,4.4,Dhatu Organics & Naturals,Gourmet & World Food,"Sorghum Contains More Antioxidants Than Blueberries And Is High In Protein, Iron And Fiber, With No Gluten, Which Makes It A Perfect Dietary Grain For Those With Celiac Disease. Sorghum Supports Metabolism And Its Niacin Content Helps Break Down And Metabolize Nutrients Into Energy. Niacin And Iron Also Supports Healthy Circulation, And Iron Plays A Role In Immune Function. It Is Diabetic Friendly And Gluten Free. 
Millets Have Been Cultivated From Pre-Historic Times And Is One Of The Worlds Earliest Food Plants Used By Humans. It Is Naturally Gluten Free And Is Non-Acid Forming. Millets Are Alkalizing Foods Which Help In Preventing Chronic Diseases. 
Sorghum Is Rich In Antioxidants And Has Anti-Carcinogenic Properties When Consumed Regularly As Part Of Your Diet. It Promotes Cardiovascular Health Better Than Other Cereals.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
316,317,Sensitive Toothpaste - Fresh Mint,230.0,215.6,4.3,Sensodyne,Beauty & Hygiene,"Sensodyne toothpaste provides clinically proven relief and daily protection for sensitive teeth. Sensodyne relieves sensitivity by building a protective barrier that blocks the sensitivity caused by hot, cold, sweet and other contact triggers. It contains fluoride to prevent cavities so that you can use it every day. Toothpaste has a cool refreshing taste that leaves your mouth feeling fresh and clean. For best results, use twice daily",4.3,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
317,318,Floor Cleaner - Lime,70.0,70.0,3.8,Floroma,Cleaning & Household,"Is Herbal Perfumed Deodoriser and Cleaner,, Is Ideally Suited for Cleaning Floors, Kitchen and Toilets, repels flies, Mosquitoes and Cocokroaches away.",0.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
318,319,Hair Serum - Anti-Dandruff,750.0,637.5,1.0,Aroma Magic ,Beauty & Hygiene,"I am 100% free of parabens, petrochemicals, sulphates, alcohol, toxic ingredients, artificial coloring and fragrance. Powered by the potent blend of essential oils of Eucalyptus and Chamomile. Rich in Vitamins and minerals, Aloe Vera juice, extract of Indian gooseberry and Patchouli in my formulation.",1.0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/No-Image-Placeholder.svg/495px-No-Image-Placeholder.svg.png?20200912122019
